ResearchInstitution,GrantCount,TotalFunding,index,Institute,InstituteCountry,InstituteNumber,City,Latitude,Longitude
University of Basel - BS,5580,1991167364.0,5389,Swiss TPH Universität Basel,Switzerland,I5390,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5411,Abteilung Molekulare Psychologie Fakultät für Psychologie Universität Basel / Biozentrum,Switzerland,I5412,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5462,Biomaterials Science Center University of Basel,Switzerland,I5463,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5483,Abteilung Neonatologie Universitäts-Kinderspital beider Basel,Switzerland,I5484,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5502,Orthopädische Abteilung Universitäts-Kinderspital beider Basel,Switzerland,I5503,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5531,Philosophisch-Historische Fakultät Universität Basel,Switzerland,I5532,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5536,Abteilung Kardiologie Departement Forschung Universitätsspital Basel,Switzerland,I5537,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5670,Kantonsspital Basel Departement Chirurgie und Forschung Inst. für Chirurgische Forschung (ICFS),Switzerland,I5671,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5775,FB Religionswissenschaft Philosophisch-Historische Fakultät Universität Basel,Switzerland,I5776,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5785,Abteilung für Klinische Neurophysiologie Neurologische Universitätsklinik Kantonsspital Basel,Switzerland,I5786,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5798,Abt. Gynäkologische Endokrinologie und Reproduktionsmedizin Universitätsspital Basel,Switzerland,I5799,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5862,Historisches Seminar Universität Basel,Switzerland,I5863,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5867,Abt. Gastroenterologie und Hepatologie Departement Forschung Universitätsspital Basel,Switzerland,I5868,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5960,Stiftung für eine Historisch-Kritische Gottfried Keller-Ausgabe,Switzerland,I5961,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5968,Fachstelle Psychiatrische Rehabilitation  Psychiatrie Baselland,Switzerland,I5969,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,5978,Departement für medizinische Parasitologie und Infektionsbiologie Schweiz. Tropen und Public Health-Institut,Switzerland,I5979,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6001,Theologische Fakultät  Universität Basel,Switzerland,I6002,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6036,Institut für Bildungswissenschaften Universität Basel,Switzerland,I6037,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6057,Abteilung Altes Testament Theologische Fakultät Universität Basel,Switzerland,I6058,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6078,Swiss Tropical and Public Health Institute Dept. of Medicine / Clinical Research Unit Universität Basel,Switzerland,I6079,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6084,Pulmonary Cell Research Departement Forschung Universitätsspital Basel,Switzerland,I6085,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6089,Universitäres Zentrum für Hausarztmedizin Kantonsspital Baselland,Switzerland,I6090,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6111,Politische Bildung und Geschichtsdidaktik Zentrum für Demokratie Fachhochschule Nordwestschweiz,Switzerland,I6112,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6126,Archäologische Bodenforschung Basel-Stadt,Switzerland,I6127,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6142,Klinik für orthopädische Chirurgie Kantonsspital Bruderholz,Switzerland,I6143,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6167,Departement Soziale Arbeit Institut für soziokulturelle Entwicklung Hochschule Luzern,Switzerland,I6168,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6191,Institut für Nuklearmedizin Universitätsspital Basel,Switzerland,I6192,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6200,Rheumatologie Universitätsspital Basel,Switzerland,I6201,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6217,Brain and Sound Lab Departement Biomedizin Universität Basel,Switzerland,I6218,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6238,Biocomputing laboratory Biozentrum Universität Basel,Switzerland,I6239,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6250,Praktizierender Internist,Switzerland,I6251,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6256,Bank für Internationalen Zahlungsausgleich,Switzerland,I6257,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6269,Universitätssspital Basel,Switzerland,I6270,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6281,Klinik für Pneumologie Medizinische Universitätsklinik Universitätsspital Basel,Switzerland,I6282,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6282,Abt. Radiologische Physik Universitätsspital Basel,Switzerland,I6283,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6283,Psychotherapeutische Abteilung Universitäre Psychiatrische Kliniken UPK,Switzerland,I6284,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6303,Institut für Toxikologie der ETH und der Universität Zürich,Switzerland,I6304,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6323,Behandlungszentrum Bewegungsapparat Orthopädische Chirurgie Universitätsspital Basel,Switzerland,I6324,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6347,Abt. für Transplantationsimmunologie und Nephrologie Kantonsspital Basel,Switzerland,I6348,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6400,Abteilung Pneumologie Universitäts-Kinderspital beider Basel,Switzerland,I6401,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6407,Deutsches Seminar Projekt 'Schreibszenen' Universität Basel,Switzerland,I6408,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6431,Universität Basel Pressestelle,Switzerland,I6432,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6434,Abteilung Experimentelle Hämatologie Departement Forschung Kantonsspital Basel,Switzerland,I6435,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6494,Fachhochschule beider Basel Institut für Umwelttechnologie,Switzerland,I6495,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6568,Forschungsstelle für Sozial- und Wirtschaftsgeschichte Universität Zürich,Switzerland,I6569,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6625,Orthopädische Klinik Kantonsspital Liestal Universität Basel,Switzerland,I6626,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6719,Laboratorium für exp. Nephrologie Med. Universitätsklinik Kantonsspital,Switzerland,I6720,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6723,Abteilung Neuroradiologie Institut für Radiologie Universitätsspital Basel,Switzerland,I6724,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6729,UNI: Universität Basel Geographisches Instit ut Klingelbergstrasse 16 Basel CH,Switzerland,I6730,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6731,Institut für Sport und Sportwissenschaft Medizinische Fakultät Universität Basel,Switzerland,I6732,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6733,M. E. Müller-Institut Biozentrum Universität Basel,Switzerland,I6734,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6749,Hier und Jetzt Verlag für Kultur und Geschichte,Switzerland,I6750,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6795,Institut für Sozialethik Ethik-Zentrum Universität Zürich,Switzerland,I6796,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,6854,Clarunis University Center for Gastrointestinal and L University of Basel,Switzerland,I6855,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7063,Universitätsspital Basel Neurologie,Switzerland,I7064,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7093,Universitätsspital Basel,Switzerland,I7094,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7239,Historisches Seminar Universität Zürich,Switzerland,I7240,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7323,Institut für Diagnostische Radiologie  Universitätskliniken Basel,Switzerland,I7324,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7332,Ringier Bildarchiv  Staatsarchiv Aargau,Switzerland,I7333,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7335,UNI: Universität Basel Psychiatrische Univer sitätsklinik  Basel CH,Switzerland,I7336,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7399,"Orthopädische Chirurgie FMH Labor für Bewegungsuntersuchungen Felix Platter-Spital, Pavillon E",Switzerland,I7400,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7420,UNI: Universitätskliniken Kantonsspital Base l Institut für Pathologie Basel CH,Switzerland,I7421,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7445,Universitäts-Kinderspital beider Basel,Switzerland,I7446,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7569,Schweiz. Thesauruskommission,Switzerland,I7570,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7579,Institut für Physiologie Biozentrum/Pharmazentrum Universität Basel,Switzerland,I7580,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7580,UNI: Universität Basel Zoologisches Institut Basel CH,Switzerland,I7581,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7603,Stiftung Frauenkulturarchiv Graubünden,Switzerland,I7604,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7620,Experimentelle Virologie DBM-Hauspetersplatz Universität Basel,Switzerland,I7621,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7629,Zahnärztliches Institut Universität Basel,Switzerland,I7630,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7634,Wirtschaftswissenschaftliches Zentrum Statistik und Ökonomie,Switzerland,I7635,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7663,Transplantationsimmunologie und Nephrologie -- STCS Universitätsspital Basel,Switzerland,I7664,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7688,Klinik für Infektiologie & Spitalhygiene Abt.für Spitalhygiene Universität Basel,Switzerland,I7689,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7762,Molekulare Tumorbiologie Universitäts-Frauenklinik,Switzerland,I7763,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7764,Universitätsspital Basel Klinische Pharmakologie & Toxikologie,Switzerland,I7765,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7770,Department für Umweltwissenschaften Universität Basel,Switzerland,I7771,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7784,Forschungs- und Studienzentrum für Pädagogik Universität Basel,Switzerland,I7785,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7855,NCCR Molecular Systems Engineering Universität Basel,Switzerland,I7856,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7960,Kantonsspital Liestal,Switzerland,I7961,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,7975,Chronos Verlag,Switzerland,I7976,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8112,Departement Sprach- & Literaturwissenschaften Universität Basel,Switzerland,I8113,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8114,Département d'Ecologie et d'Evolution Faculté de Biologie et de Médecine Université de Lausanne,Switzerland,I8115,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8125,"Laboratorium für Klinische Experimental Immunologie Kantonsspital, Departement Forschung",Switzerland,I8126,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8177,Allergologische Poliklinik Dermatologische Universitätsklinik Kantonsspital Basel,Switzerland,I8178,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8186,Departement Altertumswissenschaften und Orientalistik Universität Basel,Switzerland,I8187,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8217,Felix Platter-Spital,Switzerland,I8218,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8237,Focal Area Infection Biology Biozentrum Universität Basel,Switzerland,I8238,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8269,UNI: Universität Basel Biozentrum  Basel CH,Switzerland,I8270,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8319,Abteilung Kardiologie Medizinische Klinik Kantonsspital Luzern,Switzerland,I8320,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8392,Zoologisches Institut Pharmazentrum Universität Basel,Switzerland,I8393,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8589,UNI: Basel Universität   Basel CH,Switzerland,I8590,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8597,"Klinik für Endokrinologie, Diabetologie und Klinische Ernährung Universitätsspital Zürich",Switzerland,I8598,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8601,Zürcher Hochschule der Künste  Zürcher Fachhochschule,Switzerland,I8602,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8662,FPSE  Université de Genève,Switzerland,I8663,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8683,Institut für Anorganische Chemie Departement Chemie Universität Basel,Switzerland,I8684,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8704,UNI: Universität Basel Archäologisches Semin ar  4056 Basel CH,Switzerland,I8705,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8711,Quaternary Geology Department of Environmental Sciences University of Basel,Switzerland,I8712,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8727,Institut für Sekundarstufe I & II Fachhochschule Nordwestschweiz,Switzerland,I8728,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8784,Robert Walser-Archiv,Switzerland,I8785,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8832,Abteilung für Infektiologie Institut für klinische Epidemiologie Universitätsspital Basel,Switzerland,I8833,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8915,Medizinische Universitätsklinik Kantonsspital Liestal,Switzerland,I8916,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8930,Computer Science Department Universität Basel,Switzerland,I8931,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,8932,Klinische Ethik Universitätsspital Basel Universitäre Psychiatrische Kliniken Basel,Switzerland,I8933,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,9028,Division of Cognitive Neuroscience Department of Psychology University of Basel,Switzerland,I9029,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,9061,Geologisches Institut Universität Basel,Switzerland,I9062,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,9092,Abteilung Audiologie & Neurootologie ORL Universitätsklinik Universitätsspital Basel,Switzerland,I9093,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,9146,Strukturbiologie Biozentrum Universität Basel,Switzerland,I9147,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,9285,Abteilung für ökonomische Psychologie Institut für Psychologie Universität Basel,Switzerland,I9286,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,9311,Universitäre Psychiatrische Kliniken Basel,Switzerland,I9312,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,9326,Seminar für Ethnologie Universität Basel,Switzerland,I9327,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,9328,Institut für Pharmazeutische Biologie Universität Basel,Switzerland,I9329,Basel,47.5596,7.5886
University of Basel - BS,5580,1991167364.0,9348,Institute of Nursing Science Department of Public Health University of Basel,Switzerland,I9349,Basel,47.5596,7.5886
